date,city_name,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,aqi_category
2025-07-07,Kuala Lumpur,137.0,135.4,118.3,145.1,141.0,Unhealthy for Sensitive Groups
2025-07-08,Kuala Lumpur,119.4,147.2,138.2,140.9,143.7,Unhealthy for Sensitive Groups
2025-07-09,Kuala Lumpur,111.5,139.7,111.7,134.3,137.1,Unhealthy for Sensitive Groups
2025-07-10,Kuala Lumpur,129.5,121.3,114.9,133.7,150.9,Unhealthy
2025-07-11,Kuala Lumpur,148.5,170.0,136.3,150.2,162.4,Unhealthy
2025-07-12,Kuala Lumpur,89.2,124.8,91.9,119.1,115.0,Unhealthy for Sensitive Groups
2025-07-13,Kuala Lumpur,104.1,106.5,89.4,109.0,131.5,Unhealthy for Sensitive Groups
2025-07-14,Kuala Lumpur,122.1,125.5,118.6,145.3,174.0,Unhealthy
2025-07-15,Kuala Lumpur,130.2,133.7,105.3,134.1,150.1,Unhealthy
2025-07-16,Kuala Lumpur,122.2,123.2,114.4,133.3,159.3,Unhealthy
2025-07-17,Kuala Lumpur,129.6,132.3,129.5,151.7,170.9,Unhealthy
2025-07-18,Kuala Lumpur,126.8,135.2,127.1,138.0,145.8,Unhealthy for Sensitive Groups
2025-07-19,Kuala Lumpur,99.7,111.7,86.2,92.2,118.7,Unhealthy for Sensitive Groups
2025-07-20,Kuala Lumpur,113.4,116.5,106.4,126.8,122.5,Unhealthy for Sensitive Groups
2025-07-21,Kuala Lumpur,133.3,145.5,140.7,157.1,174.8,Unhealthy
2025-07-22,Kuala Lumpur,124.6,140.5,122.4,145.8,165.8,Unhealthy
2025-07-23,Kuala Lumpur,136.6,144.3,140.1,175.3,174.7,Unhealthy
2025-07-24,Kuala Lumpur,130.5,148.8,134.6,132.7,161.5,Unhealthy
2025-07-25,Kuala Lumpur,138.5,144.5,131.3,146.5,167.7,Unhealthy
2025-07-26,Kuala Lumpur,92.4,116.6,87.8,117.8,126.0,Unhealthy for Sensitive Groups
2025-07-27,Kuala Lumpur,88.6,112.3,84.4,112.1,106.8,Unhealthy for Sensitive Groups
2025-07-28,Kuala Lumpur,111.8,140.2,126.2,146.7,127.5,Unhealthy for Sensitive Groups
2025-07-29,Kuala Lumpur,124.4,135.7,122.0,137.9,148.3,Unhealthy for Sensitive Groups
2025-07-30,Kuala Lumpur,126.1,160.4,141.7,148.3,174.3,Unhealthy
2025-07-31,Kuala Lumpur,141.6,143.4,115.8,159.7,143.2,Unhealthy for Sensitive Groups
2025-08-01,Kuala Lumpur,116.6,137.2,118.3,135.4,152.2,Unhealthy
2025-08-02,Kuala Lumpur,97.2,105.2,102.1,107.3,133.9,Unhealthy for Sensitive Groups
2025-08-03,Kuala Lumpur,85.5,98.8,87.9,87.9,117.5,Unhealthy for Sensitive Groups
2025-08-04,Kuala Lumpur,125.5,136.1,117.4,158.4,152.0,Unhealthy
2025-08-05,Kuala Lumpur,114.8,123.4,124.8,124.8,135.1,Unhealthy for Sensitive Groups
2025-08-06,Kuala Lumpur,135.1,125.3,117.5,143.2,154.4,Unhealthy
2025-08-07,Kuala Lumpur,126.2,149.1,123.1,130.5,160.0,Unhealthy
2025-08-08,Kuala Lumpur,119.1,134.5,138.3,143.9,160.2,Unhealthy
2025-08-09,Kuala Lumpur,109.1,108.8,86.0,109.0,88.4,Moderate
2025-08-10,Kuala Lumpur,104.7,108.1,92.7,107.0,127.6,Unhealthy for Sensitive Groups
2025-08-11,Kuala Lumpur,140.2,150.8,133.6,152.3,163.0,Unhealthy
2025-08-12,Kuala Lumpur,138.8,136.8,109.3,133.3,165.2,Unhealthy
2025-08-13,Kuala Lumpur,130.9,135.7,128.2,149.4,150.1,Unhealthy
2025-08-14,Kuala Lumpur,132.0,131.4,116.5,132.0,152.6,Unhealthy
2025-08-15,Kuala Lumpur,135.4,133.8,136.5,146.8,165.8,Unhealthy
2025-08-16,Kuala Lumpur,101.4,124.1,105.5,106.9,113.8,Unhealthy for Sensitive Groups
2025-08-17,Kuala Lumpur,109.9,98.7,113.3,112.9,130.0,Unhealthy for Sensitive Groups
2025-08-18,Kuala Lumpur,115.9,120.4,105.3,128.7,149.9,Unhealthy for Sensitive Groups
2025-08-19,Kuala Lumpur,123.3,134.7,123.9,143.3,149.3,Unhealthy for Sensitive Groups
2025-08-20,Kuala Lumpur,120.9,143.6,129.3,133.5,146.5,Unhealthy for Sensitive Groups
2025-08-21,Kuala Lumpur,124.6,143.4,141.4,170.8,155.8,Unhealthy
2025-08-22,Kuala Lumpur,117.4,124.0,114.1,139.4,145.8,Unhealthy for Sensitive Groups
2025-08-23,Kuala Lumpur,89.2,104.7,98.2,96.3,127.3,Unhealthy for Sensitive Groups
2025-08-24,Kuala Lumpur,108.8,110.1,98.4,109.7,106.9,Unhealthy for Sensitive Groups
2025-08-25,Kuala Lumpur,131.8,139.2,129.8,137.6,157.9,Unhealthy
2025-08-26,Kuala Lumpur,132.7,138.8,111.6,149.5,154.3,Unhealthy
2025-08-27,Kuala Lumpur,131.2,132.3,123.3,153.8,160.0,Unhealthy
2025-08-28,Kuala Lumpur,131.9,136.0,120.3,133.4,151.3,Unhealthy
2025-08-29,Kuala Lumpur,131.1,137.2,116.1,144.8,146.1,Unhealthy for Sensitive Groups
2025-08-30,Kuala Lumpur,86.9,104.3,98.0,97.6,107.2,Unhealthy for Sensitive Groups
2025-08-31,Kuala Lumpur,114.0,116.8,108.3,119.1,138.2,Unhealthy for Sensitive Groups
2025-09-01,Kuala Lumpur,148.7,151.9,156.4,179.7,183.1,Unhealthy
2025-09-02,Kuala Lumpur,167.5,173.3,157.7,192.6,201.5,Very Unhealthy
2025-09-03,Kuala Lumpur,159.3,174.8,154.2,184.8,180.0,Unhealthy
2025-09-04,Kuala Lumpur,154.8,161.7,161.9,176.1,190.4,Unhealthy
2025-09-05,Kuala Lumpur,190.9,196.1,157.4,200.2,206.9,Very Unhealthy
2025-09-06,Kuala Lumpur,120.7,123.1,129.0,125.6,128.6,Unhealthy for Sensitive Groups
2025-09-07,Kuala Lumpur,105.4,119.1,112.6,122.1,134.2,Unhealthy for Sensitive Groups
2025-09-08,Kuala Lumpur,161.1,164.0,153.2,171.5,186.5,Unhealthy
2025-09-09,Kuala Lumpur,148.5,167.2,145.1,179.5,178.8,Unhealthy
2025-09-10,Kuala Lumpur,138.9,144.0,144.9,161.7,165.3,Unhealthy
2025-09-11,Kuala Lumpur,185.6,193.4,168.0,167.5,208.6,Very Unhealthy
2025-09-12,Kuala Lumpur,156.5,173.0,160.1,188.4,200.0,Unhealthy
2025-09-13,Kuala Lumpur,135.0,133.6,130.7,140.4,140.4,Unhealthy for Sensitive Groups
2025-09-14,Kuala Lumpur,128.5,148.6,130.0,151.0,159.7,Unhealthy
2025-09-15,Kuala Lumpur,163.6,163.4,153.4,153.6,192.3,Unhealthy
2025-09-16,Kuala Lumpur,155.4,146.9,138.1,166.1,167.5,Unhealthy
2025-09-17,Kuala Lumpur,176.7,176.5,164.5,167.6,204.1,Very Unhealthy
2025-09-18,Kuala Lumpur,158.6,158.4,150.8,155.0,186.9,Unhealthy
2025-09-19,Kuala Lumpur,166.0,178.5,156.9,177.8,204.8,Very Unhealthy
2025-09-20,Kuala Lumpur,109.5,112.0,104.6,123.5,138.9,Unhealthy for Sensitive Groups
2025-09-21,Kuala Lumpur,117.6,123.0,115.2,125.9,143.3,Unhealthy for Sensitive Groups
2025-09-22,Kuala Lumpur,157.9,170.4,171.7,192.3,211.7,Very Unhealthy
2025-09-23,Kuala Lumpur,170.3,177.4,165.4,186.2,191.2,Unhealthy
2025-09-24,Kuala Lumpur,163.9,183.9,157.6,181.9,193.3,Unhealthy
2025-09-25,Kuala Lumpur,181.9,176.9,178.5,196.3,214.8,Very Unhealthy
2025-09-26,Kuala Lumpur,148.7,160.5,155.1,156.9,173.5,Unhealthy
2025-09-27,Kuala Lumpur,123.9,134.2,126.3,134.9,154.1,Unhealthy
2025-09-28,Kuala Lumpur,140.3,150.8,133.2,135.0,157.6,Unhealthy
2025-09-29,Kuala Lumpur,155.7,155.8,148.5,168.5,191.5,Unhealthy
2025-09-30,Kuala Lumpur,165.7,168.6,129.7,184.1,182.9,Unhealthy
2025-10-01,Kuala Lumpur,153.2,175.3,152.6,179.4,196.8,Unhealthy
2025-10-02,Kuala Lumpur,161.0,169.7,158.6,172.3,179.2,Unhealthy
2025-10-03,Kuala Lumpur,153.8,162.4,149.3,167.4,185.2,Unhealthy
2025-10-04,Kuala Lumpur,112.5,111.4,116.6,117.9,160.9,Unhealthy
2025-10-05,Kuala Lumpur,114.9,130.2,124.3,143.7,135.5,Unhealthy for Sensitive Groups
2025-10-06,Kuala Lumpur,143.4,160.7,153.6,162.4,188.4,Unhealthy
2025-10-07,Kuala Lumpur,163.9,180.3,173.2,177.6,210.8,Very Unhealthy
2025-10-08,Kuala Lumpur,168.2,184.7,155.6,183.5,206.6,Very Unhealthy
2025-10-09,Kuala Lumpur,160.7,168.6,163.0,174.1,207.1,Very Unhealthy
2025-10-10,Kuala Lumpur,168.0,184.3,160.2,171.2,201.8,Very Unhealthy
2025-10-11,Kuala Lumpur,102.5,122.0,111.8,113.1,126.9,Unhealthy for Sensitive Groups
2025-10-12,Kuala Lumpur,118.5,140.8,130.9,140.6,148.0,Unhealthy for Sensitive Groups
2025-10-13,Kuala Lumpur,161.4,162.8,160.0,179.3,198.1,Unhealthy
2025-10-14,Kuala Lumpur,157.6,165.0,145.0,168.8,181.7,Unhealthy
2025-10-15,Kuala Lumpur,154.7,170.9,155.8,160.2,187.3,Unhealthy
2025-10-16,Kuala Lumpur,140.4,165.9,143.3,165.7,164.3,Unhealthy
2025-10-17,Kuala Lumpur,164.6,156.9,145.5,175.6,187.4,Unhealthy
2025-10-18,Kuala Lumpur,98.6,123.8,107.4,131.4,141.0,Unhealthy for Sensitive Groups
2025-10-19,Kuala Lumpur,143.1,149.9,131.7,139.9,177.7,Unhealthy
2025-10-20,Kuala Lumpur,165.4,174.2,160.5,175.9,207.4,Very Unhealthy
2025-10-21,Kuala Lumpur,173.8,180.9,164.9,200.3,222.6,Very Unhealthy
2025-10-22,Kuala Lumpur,184.9,185.7,168.0,178.8,206.1,Very Unhealthy
2025-10-23,Kuala Lumpur,151.6,156.3,151.4,166.9,176.7,Unhealthy
2025-10-24,Kuala Lumpur,157.1,166.7,154.0,172.0,178.3,Unhealthy
2025-10-25,Kuala Lumpur,124.9,122.3,125.2,146.4,139.5,Unhealthy for Sensitive Groups
2025-10-26,Kuala Lumpur,135.4,135.6,123.6,133.5,143.4,Unhealthy for Sensitive Groups
2025-10-27,Kuala Lumpur,161.7,147.9,149.7,183.9,179.7,Unhealthy
2025-10-28,Kuala Lumpur,162.9,167.6,156.5,178.1,188.2,Unhealthy
2025-10-29,Kuala Lumpur,155.8,159.8,150.6,166.5,168.3,Unhealthy
2025-10-30,Kuala Lumpur,185.5,190.4,165.8,201.1,227.1,Very Unhealthy
2025-10-31,Kuala Lumpur,160.7,158.2,153.0,166.0,195.9,Unhealthy
2025-11-01,Kuala Lumpur,150.4,158.7,133.1,167.8,174.4,Unhealthy
2025-11-02,Kuala Lumpur,151.1,150.1,139.4,163.6,166.0,Unhealthy
2025-11-03,Kuala Lumpur,183.1,204.4,200.1,192.2,224.3,Very Unhealthy
2025-11-04,Kuala Lumpur,185.8,203.8,192.7,212.7,234.2,Very Unhealthy
2025-11-05,Kuala Lumpur,164.4,183.1,173.1,192.0,201.6,Very Unhealthy
2025-11-06,Kuala Lumpur,210.9,222.5,196.3,244.3,249.5,Very Unhealthy
2025-11-07,Kuala Lumpur,212.2,224.0,189.8,224.7,241.6,Very Unhealthy
2025-11-08,Kuala Lumpur,159.5,174.4,153.0,164.9,189.5,Unhealthy
2025-11-09,Kuala Lumpur,161.4,163.9,153.8,174.8,182.1,Unhealthy
2025-11-10,Kuala Lumpur,191.2,217.1,197.7,231.4,249.4,Very Unhealthy
2025-11-11,Kuala Lumpur,194.9,219.0,187.0,212.8,225.9,Very Unhealthy
2025-11-12,Kuala Lumpur,183.6,190.3,176.6,199.6,221.0,Very Unhealthy
2025-11-13,Kuala Lumpur,189.0,198.9,189.1,222.6,227.6,Very Unhealthy
2025-11-14,Kuala Lumpur,189.3,198.7,192.0,212.3,207.9,Very Unhealthy
2025-11-15,Kuala Lumpur,167.9,180.1,155.8,180.4,184.4,Unhealthy
2025-11-16,Kuala Lumpur,146.9,144.9,148.4,162.7,170.3,Unhealthy
2025-11-17,Kuala Lumpur,189.4,194.5,197.5,215.1,234.2,Very Unhealthy
2025-11-18,Kuala Lumpur,178.7,211.6,186.1,206.7,224.0,Very Unhealthy
2025-11-19,Kuala Lumpur,188.0,205.5,185.2,207.5,211.3,Very Unhealthy
2025-11-20,Kuala Lumpur,202.4,215.5,180.6,213.3,249.2,Very Unhealthy
2025-11-21,Kuala Lumpur,177.4,195.6,174.4,202.5,205.4,Very Unhealthy
2025-11-22,Kuala Lumpur,146.4,176.6,158.4,161.6,186.5,Unhealthy
2025-11-23,Kuala Lumpur,126.0,146.1,140.9,161.6,154.1,Unhealthy
2025-11-24,Kuala Lumpur,181.3,186.3,175.6,200.5,216.6,Very Unhealthy
2025-11-25,Kuala Lumpur,161.1,185.1,173.2,188.5,226.8,Very Unhealthy
2025-11-26,Kuala Lumpur,179.1,209.6,182.2,196.3,209.4,Very Unhealthy
2025-11-27,Kuala Lumpur,179.8,210.4,198.7,193.6,237.3,Very Unhealthy
2025-11-28,Kuala Lumpur,181.2,194.7,188.3,201.0,231.2,Very Unhealthy
2025-11-29,Kuala Lumpur,137.9,144.7,143.5,151.5,172.0,Unhealthy
2025-11-30,Kuala Lumpur,146.6,146.5,154.0,157.8,170.4,Unhealthy
2025-12-01,Kuala Lumpur,204.7,217.3,197.0,241.6,258.6,Very Unhealthy
2025-12-02,Kuala Lumpur,214.0,223.3,195.4,233.5,239.9,Very Unhealthy
2025-12-03,Kuala Lumpur,199.8,237.1,200.1,223.2,248.3,Very Unhealthy
2025-12-04,Kuala Lumpur,204.3,201.3,198.4,227.8,239.5,Very Unhealthy
2025-12-05,Kuala Lumpur,218.2,225.6,188.8,213.1,255.3,Very Unhealthy
2025-12-06,Kuala Lumpur,143.3,154.4,153.5,166.0,197.2,Unhealthy
2025-12-07,Kuala Lumpur,125.1,143.9,126.8,149.9,158.5,Unhealthy
2025-12-08,Kuala Lumpur,188.7,192.3,182.7,205.3,222.1,Very Unhealthy
2025-12-09,Kuala Lumpur,197.5,187.9,177.6,231.8,237.1,Very Unhealthy
2025-12-10,Kuala Lumpur,177.0,213.1,174.6,194.6,221.4,Very Unhealthy
2025-12-11,Kuala Lumpur,180.6,203.6,179.5,197.8,217.0,Very Unhealthy
2025-12-12,Kuala Lumpur,207.4,220.7,196.5,221.9,240.0,Very Unhealthy
2025-12-13,Kuala Lumpur,138.9,154.4,143.1,146.6,170.5,Unhealthy
2025-12-14,Kuala Lumpur,167.3,165.0,162.0,172.0,205.0,Very Unhealthy
2025-12-15,Kuala Lumpur,182.0,204.5,183.7,195.9,209.7,Very Unhealthy
2025-12-16,Kuala Lumpur,172.7,210.6,182.2,205.5,221.7,Very Unhealthy
2025-12-17,Kuala Lumpur,185.1,203.2,177.1,207.2,228.2,Very Unhealthy
2025-12-18,Kuala Lumpur,187.1,200.3,173.4,206.1,223.5,Very Unhealthy
2025-12-19,Kuala Lumpur,169.1,194.4,177.6,205.3,205.7,Very Unhealthy
2025-12-20,Kuala Lumpur,153.9,161.9,142.4,158.4,181.3,Unhealthy
2025-12-21,Kuala Lumpur,142.2,163.5,130.3,149.1,164.0,Unhealthy
2025-12-22,Kuala Lumpur,192.3,201.0,172.3,199.3,211.4,Very Unhealthy
2025-12-23,Kuala Lumpur,184.8,202.7,176.4,208.9,232.3,Very Unhealthy
2025-12-24,Kuala Lumpur,170.9,207.4,190.3,218.5,232.8,Very Unhealthy
2025-12-25,Kuala Lumpur,188.0,201.9,194.1,211.7,239.8,Very Unhealthy
2025-12-26,Kuala Lumpur,183.8,169.8,180.2,193.2,233.1,Very Unhealthy
2025-12-27,Kuala Lumpur,170.4,165.7,160.0,182.9,187.2,Unhealthy
2025-12-28,Kuala Lumpur,170.5,180.2,164.6,178.5,192.0,Unhealthy
2025-12-29,Kuala Lumpur,190.5,198.0,184.7,202.9,223.3,Very Unhealthy
2025-12-30,Kuala Lumpur,198.3,207.0,187.4,207.5,242.9,Very Unhealthy
2025-12-31,Kuala Lumpur,194.0,215.2,194.4,230.4,242.6,Very Unhealthy
2026-01-01,Kuala Lumpur,189.7,200.2,174.2,194.6,214.0,Very Unhealthy
2026-01-02,Kuala Lumpur,194.9,209.9,188.0,204.7,221.2,Very Unhealthy
2026-01-03,Kuala Lumpur,162.8,166.2,141.9,170.6,174.8,Unhealthy
2026-01-04,Kuala Lumpur,151.9,157.6,139.0,155.8,153.4,Unhealthy
2026-01-05,Kuala Lumpur,195.9,232.6,203.7,227.1,240.7,Very Unhealthy
2026-01-06,Kuala Lumpur,185.7,209.3,188.1,230.1,250.7,Very Unhealthy
2026-01-07,Kuala Lumpur,209.7,229.9,215.9,232.6,256.0,Very Unhealthy
2026-01-08,Kuala Lumpur,207.4,229.4,206.1,224.5,258.3,Very Unhealthy
2026-01-09,Kuala Lumpur,198.5,207.9,199.1,210.3,239.2,Very Unhealthy
2026-01-10,Kuala Lumpur,128.3,171.6,135.5,158.2,171.5,Unhealthy
2026-01-11,Kuala Lumpur,172.7,169.6,136.0,171.0,197.2,Unhealthy
2026-01-12,Kuala Lumpur,199.0,200.8,188.5,193.0,235.3,Very Unhealthy
2026-01-13,Kuala Lumpur,189.4,198.0,187.3,198.6,199.8,Unhealthy
2026-01-14,Kuala Lumpur,186.6,203.3,172.8,195.7,233.3,Very Unhealthy
2026-01-15,Kuala Lumpur,182.3,196.7,176.2,185.3,204.3,Very Unhealthy
2026-01-16,Kuala Lumpur,178.9,185.3,183.2,207.0,230.6,Very Unhealthy
2026-01-17,Kuala Lumpur,158.7,177.4,154.1,177.8,188.1,Unhealthy
2026-01-18,Kuala Lumpur,143.3,171.0,140.1,158.9,194.2,Unhealthy
2026-01-19,Kuala Lumpur,209.5,237.9,216.5,240.9,256.0,Very Unhealthy
2026-01-20,Kuala Lumpur,183.1,194.2,180.0,207.5,207.1,Very Unhealthy
2026-01-21,Kuala Lumpur,181.6,202.0,177.5,193.3,215.0,Very Unhealthy
2026-01-22,Kuala Lumpur,201.6,224.2,179.0,227.3,243.6,Very Unhealthy
2026-01-23,Kuala Lumpur,197.4,212.6,201.0,220.4,248.6,Very Unhealthy
2026-01-24,Kuala Lumpur,146.5,161.2,141.8,152.4,160.3,Unhealthy
2026-01-25,Kuala Lumpur,145.6,145.1,137.3,167.2,167.6,Unhealthy
2026-01-26,Kuala Lumpur,193.9,211.9,190.2,206.6,242.6,Very Unhealthy
2026-01-27,Kuala Lumpur,202.5,216.9,202.0,223.6,234.5,Very Unhealthy
2026-01-28,Kuala Lumpur,199.6,214.7,208.0,232.9,259.1,Very Unhealthy
2026-01-29,Kuala Lumpur,177.7,181.6,191.1,195.0,214.4,Very Unhealthy
2026-01-30,Kuala Lumpur,193.7,195.3,185.1,209.6,227.5,Very Unhealthy
2026-01-31,Kuala Lumpur,142.8,137.3,145.5,165.1,160.6,Unhealthy
2026-02-01,Kuala Lumpur,132.6,151.1,134.4,153.2,171.2,Unhealthy
2026-02-02,Kuala Lumpur,181.0,190.3,174.7,196.9,217.1,Very Unhealthy
2026-02-03,Kuala Lumpur,189.5,220.4,186.5,208.2,224.7,Very Unhealthy
2026-02-04,Kuala Lumpur,192.3,200.8,180.1,203.7,210.6,Very Unhealthy
2026-02-05,Kuala Lumpur,183.5,198.1,178.8,213.3,236.4,Very Unhealthy
2026-02-06,Kuala Lumpur,198.4,230.6,213.3,232.9,245.8,Very Unhealthy
2026-02-07,Kuala Lumpur,132.5,160.8,126.0,160.2,182.7,Unhealthy
2026-02-08,Kuala Lumpur,143.9,188.7,139.4,171.6,173.5,Unhealthy
2026-02-09,Kuala Lumpur,181.7,205.1,185.4,212.4,226.3,Very Unhealthy
2026-02-10,Kuala Lumpur,205.7,229.7,213.3,236.7,251.7,Very Unhealthy
2026-02-11,Kuala Lumpur,193.0,204.9,182.1,216.9,244.1,Very Unhealthy
2026-02-12,Kuala Lumpur,182.1,188.1,170.6,182.0,210.8,Very Unhealthy
2026-02-13,Kuala Lumpur,202.4,236.6,190.6,223.8,248.0,Very Unhealthy
2026-02-14,Kuala Lumpur,134.7,142.7,130.9,158.0,167.4,Unhealthy
2026-02-15,Kuala Lumpur,155.8,162.4,156.5,153.8,194.3,Unhealthy
2026-02-16,Kuala Lumpur,174.0,189.3,170.3,193.6,213.5,Very Unhealthy
2026-02-17,Kuala Lumpur,215.6,221.0,215.8,220.5,247.2,Very Unhealthy
2026-02-18,Kuala Lumpur,191.1,198.8,197.8,204.6,238.4,Very Unhealthy
2026-02-19,Kuala Lumpur,186.4,189.9,186.2,214.6,236.7,Very Unhealthy
2026-02-20,Kuala Lumpur,176.5,179.7,166.4,185.4,210.7,Very Unhealthy
2026-02-21,Kuala Lumpur,147.7,148.6,150.3,176.2,167.9,Unhealthy
2026-02-22,Kuala Lumpur,140.7,155.0,138.5,162.4,176.9,Unhealthy
2026-02-23,Kuala Lumpur,197.5,223.7,181.8,228.8,230.5,Very Unhealthy
2026-02-24,Kuala Lumpur,187.9,217.8,206.6,228.0,233.5,Very Unhealthy
2026-02-25,Kuala Lumpur,199.5,222.8,204.1,223.6,262.2,Very Unhealthy
2026-02-26,Kuala Lumpur,186.9,217.9,198.9,241.9,249.4,Very Unhealthy
2026-02-27,Kuala Lumpur,199.6,219.4,186.0,232.9,229.2,Very Unhealthy
2026-02-28,Kuala Lumpur,154.5,176.6,145.2,161.3,173.2,Unhealthy
2026-03-01,Kuala Lumpur,140.6,123.0,120.4,143.7,157.3,Unhealthy
2026-03-02,Kuala Lumpur,150.9,149.7,144.5,158.0,188.8,Unhealthy
2026-03-03,Kuala Lumpur,179.9,179.8,156.9,181.0,200.1,Very Unhealthy
2026-03-04,Kuala Lumpur,150.5,160.8,135.1,157.1,180.8,Unhealthy
2026-03-05,Kuala Lumpur,157.5,172.6,162.0,179.3,189.4,Unhealthy
2026-03-06,Kuala Lumpur,167.2,173.7,158.1,193.8,195.3,Unhealthy
2026-03-07,Kuala Lumpur,122.1,121.9,97.2,124.5,136.1,Unhealthy for Sensitive Groups
2026-03-08,Kuala Lumpur,124.4,146.1,123.6,137.8,177.3,Unhealthy
2026-03-09,Kuala Lumpur,178.0,185.8,166.3,180.9,206.8,Very Unhealthy
2026-03-10,Kuala Lumpur,158.4,159.6,141.4,158.9,168.5,Unhealthy
2026-03-11,Kuala Lumpur,155.9,162.5,152.4,164.8,184.1,Unhealthy
2026-03-12,Kuala Lumpur,171.6,173.1,164.8,199.9,212.7,Very Unhealthy
2026-03-13,Kuala Lumpur,163.0,174.9,156.8,179.8,199.6,Unhealthy
2026-03-14,Kuala Lumpur,139.6,159.0,137.2,149.3,169.5,Unhealthy
2026-03-15,Kuala Lumpur,141.2,127.5,122.8,142.5,152.6,Unhealthy
2026-03-16,Kuala Lumpur,166.6,168.4,139.6,194.1,191.5,Unhealthy
2026-03-17,Kuala Lumpur,153.7,156.9,157.6,158.2,197.6,Unhealthy
2026-03-18,Kuala Lumpur,181.5,185.5,158.4,193.6,229.8,Very Unhealthy
2026-03-19,Kuala Lumpur,166.8,158.5,158.7,182.5,214.8,Very Unhealthy
2026-03-20,Kuala Lumpur,163.0,170.2,157.2,163.7,194.5,Unhealthy
2026-03-21,Kuala Lumpur,133.0,145.3,131.0,145.7,154.3,Unhealthy
2026-03-22,Kuala Lumpur,132.1,131.6,121.8,126.8,136.0,Unhealthy for Sensitive Groups
2026-03-23,Kuala Lumpur,161.0,173.6,163.8,183.8,217.6,Very Unhealthy
2026-03-24,Kuala Lumpur,157.6,161.8,151.4,175.0,197.2,Unhealthy
2026-03-25,Kuala Lumpur,148.9,163.3,151.8,178.0,170.4,Unhealthy
2026-03-26,Kuala Lumpur,171.7,175.4,152.2,182.4,214.3,Very Unhealthy
2026-03-27,Kuala Lumpur,175.8,177.2,149.2,184.5,205.8,Very Unhealthy
2026-03-28,Kuala Lumpur,136.7,139.1,106.6,132.0,138.3,Unhealthy for Sensitive Groups
2026-03-29,Kuala Lumpur,104.6,118.0,106.9,126.0,137.8,Unhealthy for Sensitive Groups
2025-03-30,Kuwait City,119.9,144.7,109.4,137.6,149.8,Unhealthy for Sensitive Groups
2025-03-31,Kuwait City,157.2,167.9,142.7,165.1,177.7,Unhealthy
2025-04-01,Kuwait City,183.3,200.2,182.2,203.7,225.3,Very Unhealthy
2025-04-02,Kuwait City,175.8,174.7,162.7,192.0,197.1,Unhealthy
2025-04-03,Kuwait City,169.5,184.6,170.0,206.9,211.2,Very Unhealthy
2025-04-04,Kuwait City,181.1,173.1,163.2,180.3,207.7,Very Unhealthy
2025-04-05,Kuwait City,129.2,134.0,146.9,152.6,165.6,Unhealthy
2025-04-06,Kuwait City,136.6,125.3,131.6,139.4,162.8,Unhealthy
2025-04-07,Kuwait City,178.0,181.1,162.8,200.9,212.2,Very Unhealthy
2025-04-08,Kuwait City,170.5,185.0,156.0,173.9,184.5,Unhealthy
2025-04-09,Kuwait City,160.0,160.8,164.8,186.0,192.6,Unhealthy
2025-04-10,Kuwait City,160.1,185.9,179.0,193.8,196.0,Unhealthy
2025-04-11,Kuwait City,166.7,196.7,181.2,205.0,206.9,Very Unhealthy
2025-04-12,Kuwait City,118.1,138.5,97.1,131.8,150.3,Unhealthy
2025-04-13,Kuwait City,151.0,148.2,147.6,157.8,161.3,Unhealthy
2025-04-14,Kuwait City,183.6,186.8,170.4,205.7,211.7,Very Unhealthy
2025-04-15,Kuwait City,152.5,167.9,152.0,169.8,195.0,Unhealthy
2025-04-16,Kuwait City,158.0,164.0,157.3,188.4,170.5,Unhealthy
2025-04-17,Kuwait City,140.8,173.8,163.2,168.9,185.4,Unhealthy
2025-04-18,Kuwait City,181.0,180.4,167.8,197.8,211.2,Very Unhealthy
2025-04-19,Kuwait City,130.8,136.2,122.3,137.5,138.4,Unhealthy for Sensitive Groups
2025-04-20,Kuwait City,138.1,136.2,129.0,137.0,139.4,Unhealthy for Sensitive Groups
2025-04-21,Kuwait City,174.9,192.2,174.8,188.4,211.9,Very Unhealthy
2025-04-22,Kuwait City,179.7,172.6,186.5,196.0,196.7,Unhealthy
2025-04-23,Kuwait City,180.9,194.6,170.2,197.0,213.4,Very Unhealthy
2025-04-24,Kuwait City,183.2,193.6,191.6,202.7,211.2,Very Unhealthy
2025-04-25,Kuwait City,151.8,156.5,142.1,174.3,185.7,Unhealthy
2025-04-26,Kuwait City,116.6,123.8,126.6,144.8,148.8,Unhealthy for Sensitive Groups
2025-04-27,Kuwait City,143.0,160.1,137.7,153.5,170.6,Unhealthy
2025-04-28,Kuwait City,168.2,212.6,172.1,206.1,217.3,Very Unhealthy
2025-04-29,Kuwait City,162.2,180.6,173.8,199.5,202.3,Very Unhealthy
2025-04-30,Kuwait City,156.7,182.2,150.1,178.8,203.9,Very Unhealthy
2025-05-01,Kuwait City,172.8,170.0,174.8,194.9,199.7,Unhealthy
2025-05-02,Kuwait City,148.4,162.6,158.5,147.7,176.6,Unhealthy
2025-05-03,Kuwait City,146.0,157.5,143.2,157.0,170.8,Unhealthy
2025-05-04,Kuwait City,154.7,152.4,144.3,167.2,169.5,Unhealthy
2025-05-05,Kuwait City,165.5,163.0,148.0,180.5,206.4,Very Unhealthy
2025-05-06,Kuwait City,182.8,202.6,184.7,203.1,222.3,Very Unhealthy
